# Date,Receipt_Count,lag1,lag2,lag3,lag4,dayofweek,quarter,month,year,dayofmonth,dayofyear,weekoftheyear,isFuture
2021-12-20,10379305,9292315.0,8543719.0,7562433.0,,0,4,12,2021,20,354,51,False
2021-12-21,9680446,9090518.0,8590990.0,8096085.0,,1,4,12,2021,21,355,51,False
2021-12-22,10124238,9294810.0,8774391.0,8034268.0,,2,4,12,2021,22,356,51,False
2021-12-23,9464659,9400956.0,8913737.0,8050876.0,,3,4,12,2021,23,357,51,False
2021-12-24,9703857,9871832.0,8665876.0,8077321.0,,4,4,12,2021,24,358,51,False
2021-12-25,10045897,9569204.0,8707038.0,7999117.0,,5,4,12,2021,25,359,51,False
2021-12-26,10738865,9583588.0,8869334.0,8082481.0,,6,4,12,2021,26,360,51,False
2021-12-27,10350408,9412385.0,9186579.0,8126444.0,,0,4,12,2021,27,361,52,False
2021-12-28,10219445,9221235.0,8372464.0,7911341.0,,1,4,12,2021,28,362,52,False
2021-12-29,10313337,9328174.0,8721093.0,8013013.0,,2,4,12,2021,29,363,52,False
2021-12-30,10310644,9192142.0,8704509.0,8353242.0,,3,4,12,2021,30,364,52,False
2021-12-31,10211187,9432155.0,8939614.0,8042185.0,7564766.0,4,4,12,2021,31,365,52,False
